index,appid,name,numPlayer,totalTime,price,avgTime(h)PerP,avgCostPerHourPerPerson
952,267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,544,24540,19.99,0.7518382352941176,26.588166259168702
953,362890,Black Mesa,541,246300,19.99,7.587800369685767,2.634492082825822
958,31290,Back to the Future: Ep 1 - It's About Time,540,32137,19.99,0.9918827160493827,20.153592432398792
959,440900,Conan Exiles,540,1347372,29.99,41.58555555555555,0.7211638656584819
962,315430,Polarity,539,47800,13.99,1.4780457637600495,9.465200836820085
963,26900,Crayon Physics Deluxe,539,23961,19.99,0.7409090909090909,26.98036809815951
964,238370,Magicka 2,539,137179,14.99,4.241774891774892,3.5338980456192277
966,245470,Democracy 3,538,229046,24.99,7.095600991325898,3.521900404285602
969,374040,Portal Knights,537,563247,19.99,17.481284916201115,1.1435086205519072
971,215510,Rocketbirds: Hardboiled Chicken,536,22082,4.99,0.6866293532338309,7.267385200615886
972,226840,Age of Wonders III,534,1135214,29.99,35.43114856429463,0.8464303646713307
973,221680,Rocksmith® 2014 Edition - Remastered,533,1386311,39.99,43.34931207004378,0.9225059889159071
975,434570,Blood and Bacon,532,87775,0.79,2.74984335839599,0.2872890914269439
976,315260,Space Hack,532,5002,4.99,0.15670426065162907,31.84342263094762
978,32360,The Secret of Monkey Island: Special Edition,531,132346,9.99,4.15398618957941,2.4049189246369367
979,218740,Pid ,531,20373,9.99,0.6394538606403013,15.622706523339716
981,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,529,408045,19.99,12.855860113421551,1.554932911811197
982,205910,Tiny and Big: Grandpa's Leftovers,528,48409,9.99,1.5280618686868688,6.537693404119069
985,98800,Dungeons of Dredmor,527,516744,4.99,16.34231499051233,0.3053422971529423
986,251060,Wargame: Red Dragon,526,1156195,29.99,36.634822560202785,0.8186200424668849
987,222750,Wargame: AirLand Battle,526,544224,19.99,17.244106463878328,1.1592366378550008
989,115320,PROTOTYPE 2,525,384256,39.99,12.198603174603173,3.2782441913724187
992,232790,Broken Age,525,141411,19.99,4.489238095238095,4.452871417357914
994,696790,Call of Duty: WWII - PC Open Beta,524,37541,,1.1940521628498726,
995,6800,Commandos: Behind Enemy Lines,524,65920,0.74,2.0966921119592876,0.3529368932038835
996,7510,X-Blades,523,53378,9.99,1.7010197578075208,5.872947656337817
997,12140,Max Payne,523,84935,9.99,2.7066602931803696,3.6908953905928064
999,542975,True Sight: The International 2017,523,0,,0.0,
1000,15120,Tom Clancy's Rainbow Six: Vegas 2,523,243069,9.99,7.745984703632887,1.289700455426237
1001,297000,Heroes of Might & Magic III - HD Edition,522,722296,14.99,23.061813537675608,0.6499922469458504
1003,11390,Crash Time II,521,25661,0.99,0.820889315419066,1.2060091188963795
1004,384190,ABZÛ,521,42536,19.99,1.360716570697377,14.690788978747412
1005,71250,Sonic Adventure DX,520,82708,7.99,2.650897435897436,3.0140736083571116
1006,214510,LEGO® The Lord of the Rings™,520,260793,19.99,8.358749999999999,2.3915059069836997
1007,64000,Men of War: Assault Squad,517,631567,9.99,20.359993552546747,0.49066813180549324
1008,347560,Terra Incognita ~ Chapter One: The Descendant,516,63568,0.99,2.0532299741602067,0.48216712811477475
1009,102840,Shank 2,515,65968,9.99,2.134886731391586,4.6794051661411595
1010,393420,Hurtworld,514,1640389,24.99,53.19030479896239,0.46982246284265494
1011,204180,Waveform,514,51303,1.99,1.6635214007782102,1.1962575287994854
1012,214870,Painkiller Hell & Damnation,514,72675,19.99,2.356517509727626,8.482856553147576
1014,99700,NightSky,512,17938,9.99,0.5839192708333333,17.108529378972015
1019,524220,NieR:Automata™,511,907057,59.99,29.58437703848663,2.027759446209003
1022,20530,Red Faction,511,36613,9.99,1.1941617742987605,8.365700707399013
1024,435150,Divinity: Original Sin 2,509,881532,44.99,28.86483300589391,1.558644042417065
1025,261180,Lethal League,509,130950,13.99,4.287819253438114,3.2627308132875146
1027,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,508,76166,14.99,2.4988845144356953,5.9986765748496715
1028,29180,Osmos,507,40793,9.99,1.3409927679158449,7.449704606182433
1031,252850,Streamline,503,32448,19.99,1.0751491053677933,18.5927699704142
1032,220260,Farming Simulator 2013,503,1640264,19.99,54.349370444002645,0.3678055483751396
1033,285310,RollerCoaster Tycoon: Deluxe,502,412698,5.99,13.701792828685258,0.43716906793829874
1034,400240,The Deer,502,71777,0.99,2.383034528552457,0.4154366997784806
1035,201570,Really Big Sky,502,30077,4.99,0.9985723771580345,4.997134022675135
1036,39650,The Guild II,502,58381,2.49,1.9382802124833998,1.2846439766362345
1037,18500,Defense Grid: The Awakening,501,493318,9.99,16.41111111111111,0.6087339201083277
1039,32440,LEGO® Star Wars™: The Complete Saga,500,206605,19.99,6.886833333333333,2.902640303961666
1040,6810,Commandos: Beyond the Call of Duty,500,17308,0.74,0.5769333333333333,1.2826438641090825
1041,285330,RollerCoaster Tycoon 2: Triple Thrill Pack,500,170423,9.99,5.680766666666667,1.7585654518462883
1042,367450,Poly Bridge,499,172154,11.99,5.749966599866399,2.085229503816351
1044,418070,Turbo Pug,498,59429,0.99,1.9889223560910307,0.4977569873294183
1046,255220,GRID Autosport,497,229973,39.99,7.7120389000670695,5.185399155553043
1047,32420,STAR WARS™: The Clone Wars - Republic Heroes™,497,14515,19.99,0.48675385647216635,41.067984843265585
1048,220700,RPG Maker VX Ace,495,926893,69.99,31.20851851851852,2.242656919407094
1050,323850,Move or Die,495,111172,14.99,3.743164983164983,4.004632461411147
1051,437220,The Culling,493,497824,24.99,16.82974983096687,1.4848705566625957
1052,6120,Shank,493,36727,9.99,1.2416159567275185,8.045966182917201
1053,233840,Worms Clan Wars,492,134773,24.99,4.565481029810298,5.4736838981101545
1054,394510,HELLDIVERS™,491,402687,19.99,13.668940936863544,1.4624395622406483
1058,46500,Syberia,489,47684,12.99,1.6252215405589638,7.99275648016106
1059,329380,Stealth Inc 2,489,40702,14.99,1.387252897068848,10.805527983882856
1061,25890,Hearts of Iron III,488,1180047,9.99,40.30215163934427,0.24787758453688707
1062,209830,Lone Survivor: The Director's Cut,488,15951,14.99,0.5447745901639344,27.51596765093098
1063,383580,Flesh Eaters,487,69404,1.99,2.3752224503764547,0.8378162641922655
1065,227100,Sniper Elite: Nazi Zombie Army,486,157293,14.99,5.394135802469136,2.7789437546489673
1066,2600,Vampire: The Masquerade - Bloodlines,486,345279,19.99,11.840843621399177,1.688224305561589
1067,244210,Assetto Corsa,485,1601017,29.99,55.017766323024055,0.545096647943151
1068,288470,Fable Anniversary,485,246486,34.99,8.470309278350516,4.1308999294077555
1069,41800,Gratuitous Space Battles,485,87241,14.99,2.9979725085910656,5.000045850001719
1070,332800,Five Nights at Freddy's 2,485,160522,7.99,5.516219931271478,1.4484556633981633
1071,208730,Game of Thrones ,484,115689,14.99,3.983780991735537,3.762757046910251
1072,65300,Dustforce,483,84086,9.99,2.90151828847481,3.4430249982161123
1073,304240,Resident Evil / biohazard HD REMASTER,483,190391,19.99,6.569737750172533,3.0427394152034495
1074,319910,Trine 3: The Artifacts of Power,483,86388,21.99,2.980952380952381,7.376837060702875
1076,394310,Punch Club,482,193206,9.99,6.680705394190871,1.495351076053539
1077,345180,Victor Vran,482,155542,19.99,5.3783540802213,3.716750459682915
1078,289650,Assassin's Creed Unity,482,678231,10.19,23.451970954356845,0.4345050580112086
1079,386070,Planetary Annihilation: TITANS,481,284254,39.99,9.849410949410949,4.0601412820927765
1080,111600,Serious Sam Double D XXL,481,9234,9.99,0.31995841995841995,31.22280701754386
1082,18700,And Yet It Moves,481,14186,9.99,0.4915453915453915,20.32365712674468
1083,460930,Tom Clancy's Ghost Recon® Wildlands,480,1570921,59.99,54.54586805555555,1.0998083289993579
1084,224980,Tomb Raider: The Last Revelation,479,24551,1.39,0.8542449547668755,1.6271679361329476
1085,2300,DOOM II: Hell on Earth,479,29829,4.99,1.037891440501044,4.80782460022126
1086,9160,Master Levels for DOOM II,479,3171,14.99,0.11033402922755742,135.86017029328286
1088,98400,Hard Reset,478,64522,14.99,2.2497210599721056,6.663048262608104
1089,207930,Sacred Citadel,478,23340,9.99,0.8138075313807531,12.275629820051414
1091,10150,Prototype,477,220161,19.99,7.692557651991614,2.5986155586139232
1092,34900,Bad Rats,477,59324,0.99,2.072816212438854,0.4776110848897579
1093,274560,Revolution Ace,477,43512,4.99,1.520335429769392,3.282170435741864
1095,211740,Thief 2,476,46102,1.39,1.6142156862745098,0.8610993015487397
1096,258180,Deus Ex: The Fall,476,35756,1.99,1.2519607843137257,1.5895066562255282
1097,257850,Hyper Light Drifter,475,172998,19.99,6.070105263157895,3.293188360559081
1098,11200,Shadowgrounds: Survivor,475,25914,9.99,0.9092631578947368,10.986918268117622
1099,24790,Command and Conquer 3: Tiberium Wars,475,313723,14.99,11.007824561403508,1.361758621459058
1100,226860,Galactic Civilizations III,473,693542,14.99,24.437702607470047,0.6133964489533439
1101,242680,Nuclear Throne,473,453432,11.99,15.977167019027485,0.750445932355899
1102,20550,Red Faction II,472,11315,9.99,0.3995409604519774,25.00369421122404
1103,284160,BeamNG.drive,472,825318,24.99,29.14258474576271,0.8575080150923644
1104,209540,Strike Suit Zero,472,51960,19.99,1.8347457627118644,10.895242494226327
1105,94590,Puzzle Agent 2,472,11599,9.99,0.409569209039548,24.39148202431244
1106,360170,How to Survive 2,472,281601,14.99,9.94353813559322,1.5075116920749572
1107,213610,Sonic Adventure™ 2 ,471,193050,9.99,6.8312101910828025,1.4624055944055945
1108,214170,Divine Divinity,471,72182,5.99,2.554210898796886,2.3451469895541823
1109,225000,Tomb Raider: Chronicles,471,12498,1.39,0.44225053078556265,3.1430148823811805
1110,242640,Styx: Master of Shadows,470,187457,29.99,6.647411347517731,4.511530644361106
1111,2280,The Ultimate DOOM,470,27364,4.99,0.9703546099290781,5.142449934220143
1113,278360,A Story About My Uncle,470,58361,12.99,2.0695390070921986,6.276760165178801
1114,428690,Youtubers Life,470,328257,14.99,11.64031914893617,1.2877653789561228
1115,226720,Lost Planet 3,469,117214,24.99,4.165387348969438,5.999442046171959
1116,249990,FORCED,469,97129,14.99,3.451634683724236,4.34286979172029
1117,225020,Tomb Raider (VI): The Angel of Darkness,469,14331,1.39,0.5092750533049041,2.729369897425162
1119,266510,Hand of Fate,468,137905,19.99,4.9111467236467234,4.0703324752547045
1120,214550,Eets Munchies,467,13145,6.99,0.469129193433262,14.899946747812857
1121,201480,Serious Sam: The Random Encounter,467,3498,4.99,0.12483940042826552,39.971355060034305
1124,231140,Cities XL Platinum,465,116057,9.99,4.159749103942652,2.4015871511412494
1125,312530,Duck Game,465,434154,12.99,15.561075268817204,0.8347752180101992
1126,222940,THE KING OF FIGHTERS XIII STEAM EDITION,464,199675,19.99,7.172234195402298,2.7871370977838987
1127,39500,Gothic 3,463,248374,9.99,8.940748740100792,1.1173560839701417
1128,249650,Blackguards,461,205563,19.99,7.43177874186551,2.689800207235738
1129,210970,The Witness,461,222385,39.99,8.03994938539407,4.973911909526272
1130,349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,461,361596,29.99,13.072885032537961,2.2940613281120363
1134,367520,Hollow Knight,460,370403,14.99,13.420398550724636,1.1169563961415
1138,270570,Reversion - The Escape,455,10638,0.99,0.38967032967032966,2.5406091370558377
1140,58520,Blood Bowl: Legendary Edition,454,213312,9.99,7.830837004405286,1.275725697569757
1141,417910,Street Warriors Online,453,24074,1.99,0.8857247976453274,2.246747528453934
1143,304390,For Honor,452,1303482,59.99,48.06349557522124,1.2481405957274438
1144,447040,Watch_Dogs 2,452,713333,59.99,26.30283923303835,2.2807423741786796
1146,365450,Hacknet,451,100108,9.99,3.6994826311899485,2.7003775922004234
1147,204080,The Showdown Effect,451,58345,9.99,2.1561345158906136,4.633291627388807
1149,278970,DiggerOnline,450,63337,9.99,2.345814814814815,4.258648183526216
1150,246900,Viscera Cleanup Detail,450,195250,12.99,7.231481481481482,1.7963124199743918
1151,115100,Costume Quest,450,65934,9.99,2.442,4.090909090909091
1154,46510,Syberia 2,448,35923,12.99,1.336421130952381,9.719989978565264
1155,292730,Call of Duty: Infinite Warfare,448,614534,59.99,22.86212797619048,2.6239902104684196
1156,207650,A Virus Named TOM,447,18851,9.99,0.7028709917971663,14.213134581719803
1157,283290,Nosferatu: The Wrath of Malachi,447,34460,9.99,1.284862043251305,7.7751538015089965
1158,22650,Alien Breed 2: Assault,446,17480,9.99,0.6532137518684603,15.293615560640735
1159,70620,Worms Crazy Golf,446,12347,9.99,0.4613976083707026,21.651607677978454
1160,554530,CRACKHEAD,445,64693,3.99,2.4229588014981274,1.6467469432550663
1161,70100,Hacker Evolution,445,41813,4.99,1.5660299625468166,3.1864013584291966
1162,385800,NEKOPARA Vol. 0,444,157152,2.99,5.899099099099099,0.506857055589493
1163,581620,Bold New World,444,117121,0.99,4.396433933933934,0.22518250356468952
1164,38700,Toki Tori,444,46244,4.99,1.7358858858858859,2.874612922757547
1165,588650,Dead Cells,444,374760,16.99,14.067567567567568,1.2077425552353505
1166,204240,The Bridge,444,30877,9.99,1.1590465465465465,8.61915341516339
1167,22180,Penumbra: Overture,443,33153,9.99,1.2472911963882618,8.00935661931047
1168,393380,Squad,443,912010,39.99,34.31188863807374,1.1654852468722932
1169,270850,Car Mechanic Simulator 2014,443,79072,6.99,2.974868322046652,2.349683832456495
1171,93200,Revenge of the Titans,441,47287,9.99,1.7871126228269085,5.590022627783535
1172,9050,DOOM 3,441,106406,4.99,4.021390778533635,1.2408642369791179
1173,400250,Heaven Island - VR MMO,441,102807,0.99,3.885374149659864,0.25480171583647027
1174,65780,Arma: Gold Edition,440,15352,9.99,0.5815151515151515,17.179260031266285
1177,274920,FaceRig,439,124241,14.99,4.716818526955202,3.177989552563163
1178,95300,Capsized,439,14825,9.99,0.5628321943811693,17.749517706576732
1180,333600,NEKOPARA Vol. 1,439,186612,9.99,7.084738041002278,1.410073307182818
1181,344760,Reign Of Kings,439,928536,19.99,35.251936218678814,0.5670610509447129
1182,332500,GRAV,439,158433,19.99,6.01492027334852,3.3234023214860535
1183,295790,Never Alone (Kisima Ingitchuna),438,48927,14.99,1.8617579908675799,8.051529830155129
1184,307880,Savage Lands,438,81382,14.99,3.0967275494672752,4.840593743088153
1185,13230,Unreal Tournament 2004,438,165834,14.99,6.31027397260274,2.375491153804407
1187,41100,Hammerfight,436,14196,4.99,0.5426605504587155,9.195435333896874
1191,386940,Ultimate Chicken Horse,435,175057,14.99,6.707164750957855,2.2349234820658412
1192,4720,Condemned: Criminal Origins,434,13381,14.95,0.513863287250384,29.093341304835214
1193,274900,Murder Miners,433,28930,0.99,1.113548883756736,0.8890494296577947
1195,9010,Return to Castle Wolfenstein,432,78630,4.99,3.033564814814815,1.6449294162533385
1196,428430,Endorlight,432,72969,2.99,2.815162037037037,1.062105825761625
1197,34010,Alpha Protocol,432,115247,14.99,4.4462577160493835,3.3713745260180303
1198,292390,Realms of the Haunting,431,16919,9.99,0.6542536736272235,15.269306696613274
1199,8080,Kane & Lynch: Dead Men,430,20551,1.39,0.7965503875968992,1.7450245730134786
1201,70400,Recettear: An Item Shop's Tale,429,285466,19.99,11.09036519036519,1.802465442469506
1202,215470,Primal Carnage,429,138902,7.99,5.396348096348096,1.4806309484384674
1203,287980,Mini Metro,429,256847,9.99,9.978515928515927,1.001150879706596
1205,359870,FINAL FANTASY X/X-2 HD Remaster,424,548548,29.99,21.5624213836478,1.3908456506996651
1206,306040,The Howler,423,51239,0.49,2.0188731284475967,0.24270965475516693
1208,3700,Sniper Elite,422,73808,7.99,2.915007898894155,2.7409874268371994
1209,252410,SteamWorld Dig,422,71876,9.99,2.83870458135861,3.519210863153208
1210,2310,Quake,421,45347,4.99,1.7952098178939033,2.779619379451783
1211,314020,Morphopolis,421,49958,3.99,1.9777513855898654,2.017442651827535
1212,22200,Zeno Clash,421,62387,9.99,2.4697941409342836,4.044871527722122
1213,32460,Monkey Island 2: Special Edition,420,67813,9.99,2.690992063492063,3.71238553079793
1215,49540,Aliens: Colonial Marines,419,241324,29.99,9.59920445505171,3.1242172349206876
1217,220860,McPixel,417,47780,4.99,1.9096722621902478,2.613013813311009
1218,278460,Skyborn,417,45599,14.99,1.822501998401279,8.22495668764666
1221,434650,Lost Castle,417,534863,9.99,21.377418065547563,0.4673155555721746
1223,2990,FlatOut 2,416,118752,9.99,4.757692307692308,2.0997574777687955
1224,249230,Risen 3 - Titan Lords,416,332143,14.99,13.307011217948718,1.1264738380757686
1225,225160,Shadow Warrior Classic Redux,415,37055,9.99,1.488152610441767,6.713021184725409
1226,346940,Shadowrun: Hong Kong - Extended Edition,415,276653,19.99,11.110562248995985,1.7991888755950594
1227,304650,Sunless Sea,414,295087,18.99,11.87950885668277,1.5985509358257055
1228,207690,Botanicula,414,29406,9.99,1.183816425120773,8.438808406447663
1229,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,414,126538,14.99,5.094122383252818,2.9426069639159778
1230,2290,Final DOOM,413,2043,4.99,0.0824455205811138,60.52481644640235
1231,242880,"Sir, You Are Being Hunted",412,55881,19.99,2.260558252427184,8.84294840822462
1233,25800,Europa Universalis III,410,673949,14.99,27.39630081300813,0.5471541615166726
1235,282140,SOMA,409,150681,29.99,6.140220048899755,4.884189778406037
1237,263060,Blockstorm,409,210391,4.99,8.573390383048086,0.5820334520012738
1238,42960,Victoria II,408,934245,19.99,38.16360294117647,0.5237975049371417
1239,201310,X3: Albion Prelude,408,1194064,9.99,48.777124183006535,0.2048091224590977
1240,247020,"Cook, Serve, Delicious!",407,163319,9.99,6.687919737919739,1.493738021908045
1241,92100,DETOUR,407,40538,1.99,1.66003276003276,1.1987715230154423
1242,39510,Gothic II: Gold Edition,407,138232,9.99,5.66060606060606,1.76482869379015
1243,438180,Super Mustache,406,59716,0.99,2.4513957307060754,0.403851564069931
1245,97000,Solar 2,406,66616,9.99,2.7346469622331693,3.6531223730034825
1246,6510,Lost Planet: Extreme Condition,406,94267,14.99,3.869745484400657,3.8736397678933243
1249,257350,Baldur's Gate II: Enhanced Edition,405,676644,19.99,27.845432098765432,0.7178915352829552
1250,485310,Head Shot,404,68595,1.99,2.8298267326732676,0.703223267001968
1251,250760,Shovel Knight: Treasure Trove,404,241804,24.99,9.975412541254125,2.5051595507104927
1252,368370,Her Story,403,45567,5.99,1.8844913151364764,3.178576601487919
1253,243970,"Invisible, Inc.",403,155339,19.99,6.424276261373036,3.111634554104249
1254,247910,Sniper Elite: Nazi Zombie Army 2,403,105454,14.99,4.361207609594706,3.437121398903788
1255,258760,Scania Truck Driving Simulator,403,23787,9.99,0.9837468982630273,10.15505107832009
1256,370240,NBA 2K16,402,1762597,59.99,73.0761608623549,0.8209243519647429
1257,22610,Alien Breed: Impact,402,29054,9.99,1.2045605306799336,8.293481104150892
1258,107800,Rochard,401,33216,0.99,1.380548628428928,0.7171062138728322
1259,22230,Rock of Ages,401,50054,9.99,2.0803823773898587,4.802001838014944
1260,487220,Freebie,401,67170,0.49,2.7917705735660845,0.17551585529254132
1262,248610,Door Kickers,401,101604,19.99,4.222942643391521,4.733665997401677
1265,496300,Kingdom: New Lands,400,107583,14.99,4.482625,3.344022754524414
1266,115110,Stacking,400,44328,9.99,1.847,5.408770979967515
1269,247000,Talisman: Digital Edition,399,250840,7.99,10.477861319966584,0.7625601977356083
1272,39690,ArcaniA,399,66360,19.99,2.7719298245614037,7.2115822784810115
1273,2320,Quake II,399,45658,4.99,1.9071846282372598,2.6164220947041046
1274,388210,Day of the Tentacle Remastered,399,30463,14.99,1.2724728487886383,11.780212060532449
1275,37420,"Ben There, Dan That!",398,4596,4.99,0.19246231155778892,25.927154046997394
1276,313740,Sakura Spirit,398,53863,9.99,2.255569514237856,4.429036629968625
1277,270450,Robot Roller-Derby Disco Dodgeball,398,42544,9.99,1.781574539363484,5.607399398270027
1278,37400,"Time Gentlemen, Please!",398,4635,4.99,0.19409547738693467,25.708996763754048
1279,70650,Worms Blast,396,961,7.99,0.040446127946127945,197.54672216441207
1280,391070,Stellar 2D,396,58478,0.99,2.461195286195286,0.4022435787817641
1281,489220,Unforgiving Trials: The Darkest Crusade,396,69777,0.99,2.9367424242424245,0.3371082161743841
1283,233470,Evoland,396,70214,9.99,2.95513468013468,3.380556584157006
1285,391720,Layers of Fear,394,59053,19.99,2.4980118443316415,8.002363978121348
1287,70660,Worms Pinball,394,1110,7.99,0.04695431472081218,170.16540540540544
1288,38740,EDGE,394,20995,6.99,0.8881133671742809,7.87061681352703
1290,228400,ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,393,79673,19.99,3.378837998303647,5.916235111016278
1293,341500,Camera Obscura,392,43969,1.99,1.8694302721088436,1.0644954399690691
1294,219760,Beyond Divinity,391,3465,5.99,0.14769820971867006,40.555670995671
1296,223850,3DMark,391,151750,29.99,6.468456947996589,4.636345304777595
1297,40980,Stronghold Legends,391,109627,14.99,4.672932651321398,3.207835660922948
1298,285160,LEGO® The Hobbit™,391,209149,19.99,8.915132139812446,2.2422550430554296
1299,13240,Unreal Tournament: Game of the Year Edition,391,37871,9.99,1.6142796248934355,6.188518919489848
1300,245280,ENSLAVED™: Odyssey to the West™ Premium Edition,391,48092,19.99,2.0499573742540496,9.75142227397488
1301,418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,390,322682,59.99,13.78982905982906,4.350307733310194
1302,272470,The Incredible Adventures of Van Helsing II,390,98616,14.99,4.214358974358975,3.5568873205159406
1303,25900,King's Bounty: The Legend,390,321079,6.99,13.721324786324788,0.5094260291081011
1304,239430,Q.U.B.E: Director's Cut,390,10008,9.99,0.4276923076923077,23.357913669064747
1305,314450,Saviors,390,45242,1.99,1.9334188034188033,1.0292648424030768
1307,45770,Dead Rising 2: Off the Record,389,133689,19.99,5.727892030848329,3.4899400848237323
1308,214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,388,34994,9.99,1.5031786941580756,6.645916442818769
1310,447020,Farming Simulator 17,387,2774808,31.49,119.50077519379846,0.2635129349490127
1311,385760,NBA 2K17,386,2716435,59.99,117.28993955094991,0.5114675668661316
1313,21680,Bionic Commando Rearmed,386,14180,9.99,0.6122625215889465,16.316530324400564
1314,17710,Nuclear Dawn,385,153302,9.99,6.636450216450216,1.505322826838528
1315,268750,Magicite,385,282076,9.99,12.211082251082251,0.8181093038755513
1317,9930,Test Drive Unlimited 2,385,635498,19.99,27.51073593073593,0.7266254181759817
1318,412600,Lup,384,51708,0.99,2.244270833333333,0.44112323044789975
1319,33460,From Dust,384,161876,14.99,7.025868055555555,2.13354419432158
1321,323320,Grow Home,383,58706,7.99,2.554656222802437,3.1276223895342894
1322,414290,Princess.Loot.Pixel.Again,382,87582,4.99,3.8212041884816754,1.3058710693978215
1325,272890,Vertiginous Golf,380,8522,9.99,0.37377192982456137,26.727528749119926
1326,39680,The Guild II: Renaissance,380,267204,2.49,11.719473684210527,0.21246687923833477
1328,480490,Prey,379,387484,59.99,17.03975373790677,3.520590785684054
1330,231740,Knights of Pen and Paper +1,378,110654,9.99,4.878924162257495,2.0475825546297473
1331,475550,Beholder,378,81730,9.99,3.603615520282187,2.772215832619601
1333,403570,Stigmat,378,41811,3.99,1.8435185185185186,2.1643395278754394
1335,292140,FINAL FANTASY XIII-2,378,200942,19.99,8.859876543209877,2.256239113774124
1336,233740,Organ Trail: Director's Cut,377,74726,4.99,3.3035366931918655,1.5105023686534809
1338,63000,HOARD,375,23629,9.99,1.0501777777777777,9.512675102628128
1339,233980,Unepic,375,217760,12.99,9.678222222222223,1.3421886480529022
1340,2350,Quake III: Team Arena,375,2155,14.99,0.09577777777777778,156.50812064965197
1341,292410,Street Racing Syndicate,375,54885,9.99,2.4393333333333334,4.095381251708117
1342,2200,Quake III Arena,375,33822,14.99,1.5031999999999999,9.972059606173497
1345,38720,RUSH,374,20984,4.99,0.9351158645276293,5.336237133053755
1347,291010,The Hat Man: Shadow Ward,373,37889,1.99,1.6929848078641645,1.1754387817044525
1349,78000,Bejeweled 3,372,735209,4.99,32.93947132616487,0.1514899844806035
1352,343710,KHOLAT,371,23612,19.99,1.0607367475292004,18.845392173471115
1355,264240,CONSORTIUM,370,34105,9.99,1.5362612612612614,6.502800175927283
1356,371660,Far Cry Primal,370,484249,49.99,21.813018018018017,2.291750731545135
1357,275100,Shelter 2,370,34890,14.99,1.5716216216216214,9.537919174548582
1358,277430,Halo: Spartan Assault,369,37393,2.99,1.6889340560072268,1.7703473912229561
1359,428950,"Kivi, Toilet and Shotgun",368,55323,0.99,2.505570652173913,0.3951195705222059
1362,399430,Tinboy,367,47415,0.99,2.1532697547683926,0.45976589686807967
1364,214360,Tower Wars,367,100400,7.99,4.559491371480473,1.7523884462151393
1365,230050,DLC Quest,366,56368,2.99,2.566848816029144,1.1648523985239851
1366,252330,Slender: The Arrival,365,50042,9.99,2.2850228310502283,4.371947564046201
1367,15170,Heroes of Might & Magic V,365,250025,9.99,11.416666666666666,0.8750364963503651
1368,39200,Dungeon Siege 2,364,75275,1.39,3.446657509157509,0.4032892726668881
1369,232910,TrackMania² Stadium,364,384756,9.99,17.617032967032966,0.567064841094096
1370,231040,Beatbuddy: Tale of the Guardians,364,14729,9.99,0.674404761904762,14.813062665489849
1371,15710,Oddworld: Abe's Exoddus,364,28421,2.99,1.3013278388278389,2.297653143802118
1373,209730,RAW - Realms of Ancient War,363,17931,14.99,0.8232782369146006,18.20769616864648
1374,3170,King's Bounty: Armored Princess,363,114755,9.99,5.2688246097337,1.8960585595398896
1376,410210,Ampersand,363,62252,0.99,2.85821854912764,0.34636959455117905
1380,241560,The Crew,360,843745,29.99,39.06226851851852,0.7677485496210347
1381,290080,Life is Feudal: Your Own,360,1725021,39.99,79.86208333333335,0.5007382518821509
1383,42120,Lead and Gold - Gangs of the Wild West,359,51214,9.99,2.3776230269266483,4.201675323153825
1384,7830,Men of War,358,238357,4.99,11.096694599627561,0.4496834580062679
1385,40400,AI War: Fleet Command,358,116656,2.49,5.430912476722532,0.4584864901933892
1389,39190,Dungeon Siege,357,53102,1.39,2.4790849673202615,0.5606907461112576
1391,214150,Galactic Civilizations I: Ultimate Edition,357,8916,9.99,0.4162464985994398,24.000201884253027
1394,219680,Proteus,355,8666,9.99,0.4068544600938967,24.55423494114932
1417,55040,Atom Zombie Smasher ,355,54729,9.99,2.56943661971831,3.8880118401578687
1428,12770,Rise of the Argonauts,355,12091,9.99,0.5676525821596244,17.598792490282026
1429,297130,Titan Souls,355,26716,14.99,1.2542723004694836,11.951152867195688
1433,200940,Sonic CD,354,23718,4.99,1.1166666666666667,4.468656716417911
1434,382120,Journey To The Center Of The Earth,354,55517,3.99,2.6137947269303203,1.5265162022443575
1435,261110,Killer is Dead,354,40982,19.99,1.929472693032015,10.360343565467765
1436,266210,One Way Heroics,353,83708,3.49,3.9522190745986783,0.8830482152243513
1437,354140,Five Nights at Freddy's 3,353,78613,7.99,3.7116619452313504,2.152674494040426
1438,383330,Star Chronicles: Delta Quadrant,353,54460,0.99,2.571293673276676,0.38502019831068673
1439,287100,Chaos Domain,353,1542,9.99,0.07280453257790367,137.21673151750974
1440,383120,Empyrion - Galactic Survival,352,1313583,19.99,62.19616477272727,0.32140245420350294
1443,248390,Craft The World,351,623424,18.99,29.602279202279203,0.6415046581459809
1444,522570,The Last Hope,350,53096,1.99,2.528380952380952,0.7870649389784542
1445,457140,Oxygen Not Included,350,638378,24.99,30.39895238095238,0.8220678030884523
1446,274310,Always Sometimes Monsters,350,48985,9.99,2.3326190476190476,4.282739614167602
1447,40960,Stronghold 2,350,169914,5.99,8.091142857142858,0.7403156891133161
1449,290340,Armello,349,235285,19.99,11.236150907354347,1.7790789893108354
